Stock,Commodity,Cluster,Correlation,P_Value,Significant,Abs_Corr
TXN,PL=F,0,0.2354121305274044,3.95499319875126e-18,True,0.2354121305274044
HON,BZ=F,0,0.23503095405619892,4.490804502089482e-18,True,0.23503095405619892
ADM,HO=F,0,0.2348798006090057,4.722563729157411e-18,True,0.2348798006090057
AXP,HG=F,0,0.23466710390175444,5.068779716664102e-18,True,0.23466710390175444
YUM,RB=F,0,0.2345308525695376,5.303590226776711e-18,True,0.2345308525695376
VALE,ZL=F,0,0.23451576290668788,5.330245845458904e-18,True,0.23451576290668788
INGR,RB=F,0,0.23443480344144396,5.475530796531961e-18,True,0.23443480344144396
SBUX,RB=F,0,0.23405099991976774,6.219175627237419e-18,True,0.23405099991976774
AME,HO=F,0,0.23374114211774685,6.8914670285816946e-18,True,0.23374114211774685
TTE,ZL=F,0,0.23352429881739362,7.404067852155776e-18,True,0.23352429881739362
LNG,HG=F,0,0.23313261703651372,8.426984683971385e-18,True,0.23313261703651372
BLK,HG=F,0,0.23293771823690418,8.986687851360728e-18,True,0.23293771823690418
EXC,PL=F,0,0.23117919020905497,1.601157509552676e-17,True,0.23117919020905497
GD,PL=F,0,0.23115214275261065,1.6153846088496598e-17,True,0.23115214275261065
INGR,QU=F,0,0.23108197702406227,1.652875600297955e-17,True,0.23108197702406227
TECK,ZL=F,0,0.2296516728051624,2.6341579346805584e-17,True,0.2296516728051624
PBR,ZL=F,0,0.22957600267647024,2.6996774507542717e-17,True,0.22957600267647024
IBM,PL=F,0,0.22938659466668943,2.870801377466257e-17,True,0.22938659466668943
PH,HO=F,0,0.2292461058236346,3.0045907413624063e-17,True,0.2292461058236346
GOOGL,QU=F,0,0.22822170304969175,4.1844089680141465e-17,True,0.22822170304969175
RTX,BZ=F,0,0.22784476496010875,4.7248605254945536e-17,True,0.22784476496010875
HD,QU=F,0,0.2277130018416083,4.929556087799011e-17,True,0.2277130018416083
WFC,PL=F,0,0.22769061607023605,4.965190486046676e-17,True,0.22769061607023605
WFC,BZ=F,0,0.2274431726409618,5.376387337019883e-17,True,0.2274431726409618
BAC,HG=F,0,0.22743347774279524,5.393163438472088e-17,True,0.22743347774279524
NOC,RB=F,0,0.22724097207024546,5.737160468884538e-17,True,0.22724097207024546
ROK,PL=F,0,0.22649692061269697,7.282100731651667e-17,True,0.22649692061269697
TXN,QU=F,0,0.22628981917628022,7.780660796727591e-17,True,0.22628981917628022
MSFT,RB=F,0,0.2262869121282971,7.78789300975173e-17,True,0.2262869121282971
CVX,ZL=F,0,0.22619805486561265,8.012177066968184e-17,True,0.22619805486561265
BKR,ZL=F,0,0.2261356837585815,8.173395978418196e-17,True,0.2261356837585815
BG,HG=F,0,0.22564220063285273,9.566800965357418e-17,True,0.22564220063285273
AXP,HO=F,0,0.22526736058204602,1.0779214055809051e-16,True,0.22526736058204602
QCOM,PL=F,0,0.22510380397817076,1.1354528503259606e-16,True,0.22510380397817076
VLO,PL=F,0,0.2250136696929396,1.168439537212442e-16,True,0.2250136696929396
GD,HO=F,0,0.22458087572536162,1.3404490113277348e-16,True,0.22458087572536162
MDLZ,RB=F,0,0.2241023838798636,1.5597247254767633e-16,True,0.2241023838798636
HD,RB=F,0,0.2229393924400636,2.250822686027786e-16,True,0.2229393924400636
ADM,PL=F,0,0.22291113086547457,2.27091629928698e-16,True,0.22291113086547457
HUM,RB=F,0,0.22283888864980786,2.3230858711273815e-16,True,0.22283888864980786
DE,HO=F,0,0.2227890699091408,2.3597480546476084e-16,True,0.2227890699091408
TXN,HG=F,0,0.2225819739277766,2.518356342054818e-16,True,0.2225819739277766
AME,HG=F,0,0.22176789243206355,3.2501127321501006e-16,True,0.22176789243206355
JPM,HG=F,0,0.22171085084713935,3.308600699474676e-16,True,0.22171085084713935
BG,ZL=F,0,0.22138414714406351,3.6641029323074603e-16,True,0.22138414714406351
TXN,RB=F,0,0.2212328222279968,3.841261308912902e-16,True,0.2212328222279968
GOOGL,RB=F,0,0.22122180100749347,3.854488548509308e-16,True,0.22122180100749347
ZTS,RB=F,0,0.22111822790173033,3.981004051328361e-16,True,0.22111822790173033
HSY,QU=F,0,0.22102679683684662,4.0960791805717e-16,True,0.22102679683684662
MDLZ,QU=F,0,0.22082778154793983,4.3579998727403193e-16,True,0.22082778154793983
CMG,PL=F,0,0.22078508070056813,4.416309999797119e-16,True,0.22078508070056813
F,HG=F,0,0.22049478753028856,4.833590679096076e-16,True,0.22049478753028856
PSX,ZL=F,0,0.22043743868142507,4.920503136943774e-16,True,0.22043743868142507
ULTA,PL=F,0,0.22038321627075497,5.004091394817644e-16,True,0.22038321627075497
ETN,PL=F,0,0.22015120441628971,5.377824212285539e-16,True,0.22015120441628971
ADM,HG=F,0,0.21995813544236842,5.709663182473619e-16,True,0.21995813544236842
RTX,PL=F,0,0.21992968921477135,5.760229132181091e-16,True,0.21992968921477135
YUM,HG=F,0,0.2199027532939361,5.808516540066842e-16,True,0.2199027532939361
GE,HG=F,0,0.219011662690187,7.65128226173359e-16,True,0.219011662690187
CAT,ZL=F,0,0.2182018524989723,9.818297242818217e-16,True,0.2182018524989723
